campaign_id,channel,cost,impressions,clicks,conversions,date
500,Instagram,4995.83,222519,101345,4880,2023-11-09
501,Facebook,3769.31,943910,23482,2054,2023-03-17
502,TikTok,3110.47,166432,26749,2815,2023-09-19
503,Google Ads,2173.97,251140,110659,4674,2023-08-19
504,Google Ads,3128.95,605288,98199,5196,2024-12-03
505,Instagram,1773.92,490339,30473,4584,2024-01-15
506,TikTok,241.44,564153,22891,5021,2024-10-07
507,Google Ads,2035.93,662818,23215,6230,2023-11-05
508,Google Ads,4659.36,796583,148513,9979,2024-01-23
509,Google Ads,3168.88,711229,113209,2631,2023-11-21
510,Google Ads,511.38,918191,147809,6345,2024-03-31
511,Google Ads,4436.47,234542,83589,8096,2024-05-26
512,Instagram,1417.49,335168,23977,6300,2023-12-09
513,Google Ads,1294.47,418757,40373,7348,2024-05-30
514,Instagram,1555.75,649289,56135,5844,2024-03-17
515,Facebook,2928.29,416019,143577,2176,2024-07-02
516,Facebook,2768.97,44183,111241,5362,2024-08-05
517,TikTok,2507.93,701136,41867,8097,2023-09-19
518,Instagram,3615.93,849755,120556,5599,2024-04-07
519,TikTok,1651.03,387122,141145,9068,2024-11-20
520,Facebook,3932.12,91254,58665,4258,2024-08-30
521,Facebook,959.08,667530,89561,9146,2023-08-15
522,Facebook,3934.84,215038,128677,4119,2024-06-06
523,Facebook,3352.67,572572,110259,6640,2023-07-08
524,Google Ads,3447.72,665620,23191,4288,2023-07-28
525,Facebook,2459.61,401852,19684,877,2023-01-13
526,Google Ads,3368.31,103491,104961,4485,2023-06-11
527,Google Ads,491.01,37108,122335,2544,2024-07-25
528,TikTok,4272.6,236553,114788,5059,2024-05-07
529,Google Ads,372.18,775821,16650,7164,2024-03-10
530,TikTok,828.83,803373,133235,2600,2023-01-05
531,Google Ads,2926.27,725331,92916,3528,2023-07-21
532,Google Ads,3723.12,946859,11731,2408,2024-02-20
533,Facebook,473.63,598124,1225,4860,2023-01-12
534,Instagram,4611.75,515806,50681,3948,2024-02-01
535,Google Ads,4870.68,767333,22585,9430,2023-12-07
536,Instagram,3069.16,350863,108639,2334,2024-01-08
537,Instagram,2458.09,165805,83654,767,2024-01-13
538,Instagram,3732.84,532732,74498,4883,2023-08-13
539,Google Ads,1708.95,354435,132862,4206,2023-07-01
540,Instagram,2517,241002,15840,5948,2023-10-24
541,Google Ads,4589.14,89598,88660,7085,2023-11-03
542,Facebook,4782.71,785583,85977,744,2024-03-06
543,Google Ads,4642.64,933114,9256,4174,2024-11-20
544,TikTok,1386,591324,115068,9709,2023-04-28
545,Facebook,1239.1,5554,96689,7198,2023-12-18
546,Instagram,1558.56,550833,63489,2556,2024-08-10
547,Instagram,2262.42,393889,133980,5066,2023-02-15
548,TikTok,1639.42,968643,71038,7797,2023-08-15
549,Facebook,1933.64,325115,67600,4161,2023-12-22
550,TikTok,3141.12,309203,60834,9586,2023-10-21
551,Instagram,3836.38,400987,148378,286,2023-08-28
552,Google Ads,3704.24,477251,140801,3247,2023-12-14
553,Instagram,4090.68,70468,32437,5099,2023-05-21
554,TikTok,257.7,551343,87195,3,2023-07-23
555,Google Ads,333.9,431418,63929,5935,2024-10-23
556,Google Ads,3967.98,946204,69930,411,2024-10-03
557,Instagram,2712.09,790999,47039,4345,2023-09-26
558,Google Ads,2932.89,461410,13065,3727,2023-11-09
559,Facebook,357.68,699196,12328,1356,2024-02-22
560,Instagram,1351.04,762608,48519,8349,2023-05-17
561,Instagram,3227.94,27627,97013,1600,2024-09-19
562,Facebook,4309.99,170640,49329,7157,2023-12-17
563,Instagram,4593.22,939264,143994,5706,2023-06-10
564,TikTok,2552.06,686345,30170,5559,2024-10-28
565,TikTok,2772.82,80944,124145,7196,2023-06-22
566,Instagram,4181.94,96368,7235,5073,2023-05-10
567,Facebook,2734.36,566073,99193,2382,2023-03-20
568,Google Ads,2632.61,954087,99726,152,2024-07-22
569,Facebook,4534.91,427954,39541,9821,2023-02-26
570,TikTok,3970.67,549492,116290,2796,2024-02-04
571,Instagram,4554.46,997325,149215,7282,2023-12-29
572,Facebook,1169.41,17643,96208,6951,2023-12-01
573,Google Ads,2669.44,333705,75143,2805,2023-05-14
574,Google Ads,4228.11,38126,3162,4080,2023-01-14
575,Google Ads,644.62,59126,90336,9247,2023-10-10
576,Google Ads,3993.84,345568,52314,5850,2024-10-20
577,Facebook,996.57,125453,53509,7362,2024-02-25
578,Google Ads,4059.78,308402,142040,1328,2023-05-07
579,TikTok,3098.8,821959,68189,2392,2023-08-06
580,Google Ads,1046.86,287042,94147,3153,2024-11-10
581,TikTok,2419.44,244677,17528,8192,2024-10-16
582,Facebook,3441.34,474139,108383,166,2024-05-03
583,TikTok,3205.88,975416,34834,3254,2023-09-17
584,Facebook,2193.51,702795,65207,5060,2023-08-06
585,Google Ads,4506.9,529082,86989,1885,2024-10-19
586,Instagram,2644.39,463342,112268,4368,2024-05-03
587,TikTok,2578.75,933202,84270,7529,2024-03-18
588,TikTok,405.03,144404,142851,899,2023-04-09
589,Instagram,4618.39,237346,34882,2248,2023-07-01
590,Facebook,967.87,534881,70260,3412,2023-06-18
591,Facebook,2688.89,321276,118396,6449,2023-08-21
592,Google Ads,4037.48,489859,53177,9411,2023-04-03
593,TikTok,1155.72,121973,28634,3132,2024-09-20
594,Facebook,2684.13,626921,38736,8155,2024-04-16
595,Google Ads,1279.36,536324,99208,8136,2024-05-30
596,Facebook,3822.51,357241,50586,359,2023-03-26
597,Instagram,2865.27,736268,94196,6450,2024-11-09
598,Instagram,4294.28,316308,33535,7647,2024-06-02
599,Instagram,4483.33,151423,33252,8525,2024-01-16
600,Google Ads,3278.79,227935,109720,730,2024-02-11
601,TikTok,3654.42,583701,59052,7067,2023-08-20
602,Instagram,2791.18,805491,19738,9689,2023-09-08
603,Instagram,1983.7,814620,117536,1417,2023-03-26
604,Facebook,3275.78,251156,16496,7767,2023-11-15
605,Instagram,4550.61,886023,136575,7888,2023-07-12
606,TikTok,2141.73,771833,23938,3763,2024-09-26
607,Google Ads,1640.61,199924,39019,9935,2024-08-23
608,Instagram,2003.34,607083,77995,6928,2024-08-29
609,Google Ads,2233.45,778277,48095,5696,2023-10-27
610,Google Ads,460.45,12829,75693,878,2023-12-24
611,TikTok,2542.37,336817,131272,5482,2024-07-10
612,Facebook,2522.14,287646,94291,2884,2024-03-28
613,Facebook,2983.37,421420,70614,2297,2024-07-16
614,Google Ads,1877.82,264409,11088,8852,2024-05-20
615,Instagram,3104.23,692111,119492,7371,2023-03-06
616,Google Ads,4403.26,482037,115237,3985,2024-07-19
617,Facebook,4781.81,942819,77329,1269,2023-08-10
618,Instagram,2959.7,310601,101571,1294,2024-04-10
619,Facebook,308.7,572163,38248,1009,2023-03-13
620,TikTok,4849.26,847791,144995,1757,2024-04-18
621,Facebook,3558.72,500663,24796,7776,2024-11-10
622,Instagram,1746.22,107334,11729,9383,2024-11-28
623,Instagram,821.07,123950,135028,6578,2024-10-16
624,Google Ads,802.75,505642,31151,8180,2023-01-19
625,Instagram,921.95,961924,33569,9245,2024-06-05
626,TikTok,323.31,689739,72472,2841,2024-11-13
627,Facebook,4520.56,253988,43506,5716,2024-02-19
628,Google Ads,2749.76,851534,87854,2404,2023-12-30
629,Google Ads,3529.8,364971,35117,3562,2024-06-11
630,Instagram,4157.73,711024,10805,1271,2023-03-21
631,TikTok,3978.55,512606,87011,9911,2023-07-09
632,Google Ads,4424.77,355832,92569,8444,2023-05-28
633,TikTok,4839.55,203032,73754,2768,2024-11-05
634,TikTok,2251.45,517286,92285,9751,2024-03-18
635,Facebook,4756.64,469691,45418,7801,2023-09-22
636,Facebook,3644.12,846901,133386,8928,2024-10-11
637,Facebook,446.27,358933,74170,6142,2024-05-23
638,TikTok,3440.74,428612,49969,1928,2023-10-28
639,Facebook,3464.91,276320,3355,6266,2024-04-10
640,Google Ads,4538.72,590324,120578,5413,2023-12-31
641,Google Ads,1927.37,533195,27941,6828,2024-02-03
642,Instagram,2966.07,528660,5434,2190,2024-05-07
643,TikTok,159.72,683932,105234,1002,2024-06-25
644,Facebook,1727.17,287736,40622,6654,2024-04-24
645,Google Ads,404.99,931606,30797,8094,2023-06-17
646,TikTok,2657.18,633381,141894,6067,2024-08-25
647,TikTok,4105.49,261529,102036,3752,2023-04-01
648,Facebook,1111.57,157714,124035,6200,2024-12-23
649,TikTok,2684.46,266283,16129,4137,2023-10-27
650,Facebook,1099.64,602467,65650,3702,2023-06-23
651,Facebook,691.37,281787,139380,5943,2024-10-07
652,Facebook,2603.88,232626,75607,4438,2024-01-08
653,TikTok,487.83,367569,88819,4427,2023-01-24
654,TikTok,2978.04,61117,88599,5556,2023-07-20
655,Facebook,253.55,160852,101483,8532,2023-01-07
656,TikTok,622.9,107485,139299,2388,2023-01-06
657,Facebook,2794.99,901039,15746,6992,2024-09-21
658,Instagram,2997.9,738563,22813,6325,2023-06-10
659,TikTok,242.04,61332,32367,1700,2024-08-19
660,TikTok,2909.55,555920,3964,5383,2023-09-05
661,Instagram,4208.66,694853,76297,1233,2023-06-15
662,Instagram,3639.35,704712,117301,2298,2024-03-03
663,Instagram,742.81,161480,72346,8329,2023-05-25
664,Facebook,3003.13,612445,32480,2930,2024-05-25
665,Facebook,3394.04,210827,41384,1833,2024-06-26
666,Google Ads,282.43,682299,118278,2139,2024-05-23
667,Instagram,4291.2,703240,123656,8399,2023-08-08
668,Google Ads,4540.71,766208,55377,9879,2024-10-06
669,Facebook,4267.22,299987,15416,6436,2024-07-29
670,TikTok,4140.69,472530,136060,2208,2023-03-17
671,Instagram,3750.33,39930,11425,7553,2024-10-04
672,TikTok,3203.82,424086,75022,5622,2023-11-15
673,Facebook,3425.27,369084,114049,9042,2023-02-07
674,Instagram,4051.34,219729,130956,6286,2024-07-19
675,Google Ads,3346.24,976648,104664,7936,2024-10-03
676,Google Ads,1705.86,845535,76903,3690,2024-12-30
677,Facebook,1942.21,41770,15519,2609,2024-05-28
678,TikTok,4495.58,637045,45954,6178,2023-09-03
679,Facebook,183.9,31158,134076,223,2023-05-20
680,TikTok,3524.22,614280,109896,3774,2023-09-15
681,Facebook,4778.41,310545,99527,9603,2024-09-08
682,Google Ads,3560.52,510397,80635,7916,2024-01-16
683,TikTok,4970.17,931496,88955,8514,2024-04-22
684,Facebook,3468.97,504646,27733,5973,2023-07-04
685,Instagram,268.38,943894,117058,9703,2023-10-30
686,Google Ads,4152.35,833290,24155,2086,2024-05-08
687,Google Ads,1494.69,935260,149814,6896,2023-06-13
688,Instagram,2285.68,940475,134818,7483,2024-10-05
689,Facebook,1629.25,925575,144345,7663,2023-07-22
690,TikTok,1415.92,749470,7125,7284,2024-02-12
691,Google Ads,2213.89,178589,12649,5461,2023-07-29
692,Facebook,1955.88,872243,14953,2287,2023-04-11
693,Instagram,3203.36,655258,61256,8878,2024-03-21
694,TikTok,4084.44,766647,142498,9660,2024-07-14
695,Facebook,1555.73,7586,134635,4835,2024-01-03
696,Facebook,1147.23,778671,27263,9188,2023-08-27
697,Google Ads,3367.79,807135,98236,2534,2024-12-27
698,Google Ads,3384.57,748661,123396,5530,2023-10-18
699,TikTok,4515.54,601465,14175,622,2024-01-07
700,Facebook,178.13,562023,94345,1075,2024-03-06
701,Instagram,4279.9,198430,43415,6876,2023-10-07
702,Instagram,2652.91,99525,103345,8495,2024-04-11
703,TikTok,3144.38,827080,16110,8855,2023-11-12
704,Facebook,547.72,930633,106648,5237,2023-03-18
705,Google Ads,2219.81,213151,705,3994,2023-05-31
706,Facebook,1213.78,485715,37415,2694,2024-01-31
707,Google Ads,1345.7,299800,8752,4304,2024-05-10
708,Instagram,2570.07,686025,120279,3198,2023-10-24
709,TikTok,4081.03,669859,93539,5412,2024-10-30
710,TikTok,3744.53,863320,80366,8710,2024-12-10
711,TikTok,2995.9,776348,38641,7389,2024-02-11
712,Google Ads,2743.15,20654,64758,4433,2023-10-14
713,Instagram,2193.8,732013,56427,5909,2024-05-07
714,Instagram,4866.28,655405,93534,8017,2024-06-19
715,TikTok,2844.94,87613,43754,3810,2024-03-31
716,TikTok,1344.44,516470,16030,912,2024-05-06
717,Google Ads,1227.44,463745,130782,7442,2023-01-09
718,Google Ads,3095.63,544270,134690,4902,2023-05-12
719,Facebook,2661.85,363114,6875,3188,2023-03-18
720,Google Ads,137.72,82848,5478,9507,2023-05-11
721,Facebook,4167.32,897009,46502,3228,2024-02-16
722,TikTok,3550.2,80874,79812,571,2023-03-31
723,Instagram,3342.96,293317,25160,7768,2024-05-12
724,Google Ads,437.03,914197,127167,5135,2024-09-20
725,Instagram,1874.07,38525,128434,8289,2024-09-13
726,Google Ads,4683.37,28328,118784,4033,2023-12-20
727,Google Ads,4326.69,143432,93204,1639,2023-09-28
728,Facebook,1499.16,117242,22865,6443,2024-01-27
729,Google Ads,869.59,367563,116777,4842,2024-03-07
730,TikTok,2300.53,497957,146640,5541,2024-04-16
731,Instagram,1843.57,547913,94485,4027,2023-11-04
732,Google Ads,3442.91,108576,102749,260,2024-05-22
733,Instagram,4835.53,176966,8274,9127,2023-02-24
734,Instagram,1878.71,753746,45920,1797,2023-02-06
735,Instagram,404.9,17471,126618,331,2023-02-24
736,Google Ads,4498.31,303027,72682,4210,2024-06-07
737,Facebook,285.95,749172,135358,8459,2024-04-07
738,Instagram,4768.55,790135,16822,2059,2024-11-27
739,Instagram,3356.44,208759,108257,72,2024-04-22
740,Google Ads,4714.28,183642,71604,5111,2024-12-16
741,Google Ads,1078.33,486750,110860,2921,2023-07-30
742,TikTok,299.43,201755,40552,3888,2023-08-14
743,TikTok,2492.23,852956,28370,177,2023-01-07
744,Facebook,2308.05,953019,41229,1999,2024-06-23
745,Facebook,1724.31,730128,6487,8963,2023-07-31
746,Facebook,4792.52,540439,24494,9137,2023-07-08
747,Facebook,4130.66,470082,127213,7426,2023-03-16
748,Instagram,3341.75,50190,76927,4495,2023-04-24
749,Google Ads,898.01,471028,111210,269,2024-11-09
750,TikTok,3698.18,581483,35341,1655,2024-09-09
751,Instagram,3662.36,913991,28437,2533,2023-05-31
752,Google Ads,2182.83,851540,101092,4982,2024-03-11
753,Google Ads,4631.45,674895,4904,4361,2023-03-25
754,Instagram,918.19,365385,57550,6118,2023-07-31
755,Instagram,1409.95,892622,59629,8696,2024-04-05
756,TikTok,409.8,306194,122866,2404,2023-06-26
757,Facebook,3997.71,296120,31434,2201,2023-11-08
758,Facebook,3146.62,1599,63552,6019,2024-11-24
759,TikTok,1643.21,452164,137683,5659,2023-06-08
760,TikTok,902.69,260757,107118,1153,2024-12-01
761,Facebook,296.72,847299,39540,4161,2023-07-05
762,Instagram,917.05,266853,63218,1336,2024-04-15
763,Facebook,2321.09,257108,85363,8598,2023-11-05
764,Google Ads,1311.17,942614,126875,3478,2023-09-03
765,Google Ads,1369.01,312509,49317,276,2024-01-19
766,TikTok,4390.32,268867,68617,6758,2023-02-11
767,Facebook,2624.17,899740,143957,3480,2023-10-12
768,Facebook,3673.33,449920,54840,2361,2023-10-27
769,Google Ads,274.98,502288,101219,5368,2024-03-11
770,Facebook,1889.3,683754,14050,8652,2024-01-04
771,TikTok,2447.93,327264,72309,2446,2024-04-30
772,TikTok,1013.44,273460,67378,9774,2024-03-11
773,Google Ads,688.94,941126,38588,7601,2024-03-03
774,Facebook,4364.49,681204,36377,5051,2023-06-30
775,Facebook,4703.21,445776,3634,3517,2024-11-24
776,Google Ads,486.15,978425,80321,4802,2023-12-06
777,Instagram,1810.19,107276,71221,2375,2024-05-05
778,Instagram,4795.6,808594,74190,7850,2024-05-09
779,Facebook,507.49,816265,109877,6744,2024-12-30
780,TikTok,3253.84,259512,1734,6389,2023-06-12
781,Instagram,4863.88,935710,17008,6248,2024-07-11
782,Facebook,4893.3,913947,80753,971,2024-03-31
783,Instagram,2408.99,908220,67358,7136,2023-04-02
784,Google Ads,897.47,577035,69500,9517,2023-04-15
785,Instagram,1090.21,91037,116207,8344,2024-12-19
786,Instagram,4459.05,901282,129568,3960,2024-03-14
787,Google Ads,4567.25,119641,112536,3086,2024-05-12
788,TikTok,3078.61,905951,31231,8921,2023-11-24
789,Facebook,3854.26,732187,61860,3967,2024-10-12
790,TikTok,3725.66,120271,67470,4951,2024-06-24
791,TikTok,3342.93,242170,129941,4002,2024-05-23
792,Instagram,4153.66,733555,54570,2332,2023-09-08
793,Facebook,3458.49,318531,119788,9765,2023-07-10
794,Instagram,2716.61,550514,53383,4375,2023-02-16
795,Google Ads,1261.09,893719,130363,685,2023-09-08
796,TikTok,3745.05,400716,133525,3888,2023-03-05
797,TikTok,2419.85,514755,13978,9771,2023-11-16
798,Google Ads,1544.48,2634,117843,968,2024-06-07
799,Facebook,4029.54,670419,76768,7320,2023-10-19
800,TikTok,3513.9,464566,8303,2033,2023-01-29
801,TikTok,4692.96,641143,10422,7075,2024-10-12
802,Facebook,910.66,267220,76931,5261,2024-03-12
803,Instagram,3281.03,894126,36025,8959,2024-08-19
804,Google Ads,1296.77,778006,22347,645,2024-08-08
805,Facebook,4527.56,563498,108030,4121,2023-02-16
806,Google Ads,587.55,129798,148512,8112,2024-02-21
807,Google Ads,3315.19,682291,119596,9271,2024-08-15
808,TikTok,3976.32,33007,77731,6436,2024-03-26
809,Facebook,1839.1,154816,46435,8828,2024-09-24
810,Google Ads,4775.28,162468,89061,7097,2024-07-08
811,Instagram,4268.58,351763,34823,8292,2024-10-19
812,Google Ads,1543.63,496025,5091,5586,2023-03-15
813,TikTok,136.95,706314,147239,868,2023-02-22
814,Instagram,1553.62,909747,13863,5914,2023-08-21
815,Instagram,1478.42,67038,44963,8213,2023-07-19
816,Facebook,4460.83,406972,17508,6355,2024-11-04
817,Instagram,4838.89,736158,114277,1903,2024-07-02
818,Facebook,445.16,252585,89867,2576,2023-04-07
819,Facebook,2409.34,508661,1111,4109,2023-02-18
820,Instagram,2786.83,404821,38492,4614,2024-06-05
821,Facebook,555.27,500459,59090,8014,2023-02-09
822,Facebook,1949.74,678776,146401,3293,2023-06-02
823,Instagram,1653.7,843990,78880,1935,2023-04-16
824,TikTok,2726.68,431703,23636,615,2024-07-06
825,Google Ads,3339.84,631340,87846,5057,2024-11-06
826,Facebook,3547.08,356223,5685,8478,2023-07-30
827,Facebook,770.1,97816,57310,1923,2023-07-21
828,Instagram,4083.44,921374,136628,6455,2024-03-08
829,Google Ads,3424.86,915374,122465,7604,2024-12-07
830,Google Ads,4456.47,398974,9875,8152,2024-07-18
831,Facebook,2301.75,898774,14199,2773,2023-05-27
832,Instagram,4480.06,695096,102441,5193,2024-05-13
833,TikTok,4342.29,733555,41942,9184,2023-10-09
834,Google Ads,2248.21,518514,57263,9776,2023-11-06
835,TikTok,1967.6,328282,122963,1903,2023-02-20
836,Instagram,4670.78,51250,95708,9067,2024-05-09
837,TikTok,3604.31,905289,141031,143,2024-02-13
838,Instagram,4648.4,902502,109578,7496,2024-09-17
839,Facebook,4005.18,303702,55800,2256,2023-09-30
840,TikTok,3085.56,840524,2639,9314,2024-04-02
841,Facebook,667.68,338265,108709,699,2023-04-30
842,Facebook,1528.26,123140,78835,6318,2024-12-01
843,Instagram,4847.33,225511,57924,270,2023-02-15
844,TikTok,1665.17,131877,12381,8254,2023-08-31
845,Google Ads,556.95,843036,146292,1007,2023-11-07
846,TikTok,3567.01,256604,10046,7203,2024-07-15
847,Google Ads,3696.62,562327,124228,3724,2023-11-27
848,Facebook,1498.74,333003,124116,6599,2023-01-11
849,Facebook,1558.59,617794,76527,9484,2024-02-28
850,Instagram,2397.58,363486,26211,6487,2023-02-17
851,Google Ads,206.77,705105,33390,7917,2024-01-12
852,TikTok,3967.68,792893,4937,4509,2024-07-21
853,Instagram,1653.74,41831,11901,5400,2023-01-08
854,Instagram,4283.44,52137,129442,4320,2024-06-09
855,Instagram,4032.89,821462,97257,9369,2024-12-27
856,TikTok,3340.87,137803,41016,5472,2024-01-05
857,Instagram,1691.89,22500,144237,7206,2024-03-15
858,TikTok,2629.95,207511,62646,6872,2024-07-19
859,Instagram,2279.66,558405,45574,7923,2024-04-28
860,Google Ads,1760.52,95138,93866,4716,2023-09-30
861,Facebook,4255.87,163246,36488,7118,2023-05-11
862,Google Ads,2469.18,558496,76267,2620,2024-06-04
863,Google Ads,4180.34,347872,95464,2536,2024-12-24
864,Instagram,615.57,473651,74767,5103,2024-09-25
865,Google Ads,791.02,85482,79943,7080,2023-04-24
866,Google Ads,4888.87,987192,3809,5317,2024-06-15
867,Google Ads,2980.07,26960,48854,1195,2024-05-13
868,Instagram,2597.87,779527,86357,8699,2023-12-05
869,TikTok,2663.46,928751,5194,404,2023-01-21
870,Facebook,1154.82,621630,140587,1294,2024-12-20
871,Facebook,3621.65,249093,7572,6054,2023-02-02
872,TikTok,515.43,633206,36231,3625,2023-05-13
873,TikTok,2909.29,377905,85043,7868,2024-12-03
874,Google Ads,2896.77,27038,83837,2819,2023-01-26
875,Facebook,4579.52,946274,23215,4759,2023-12-30
876,TikTok,2678.3,647520,28061,5745,2024-08-23
877,Google Ads,771.61,335629,47183,7564,2023-04-02
878,Facebook,2906.49,721014,47282,3637,2024-06-28
879,Instagram,547.51,461957,128087,1873,2023-08-26
880,Instagram,1098.59,583061,2117,1406,2023-01-18
881,Facebook,252.43,608679,135395,5514,2023-10-01
882,Facebook,2615.14,53633,61952,1577,2023-10-16
883,Instagram,514.21,909658,50609,7772,2023-01-27
884,Instagram,2400.03,151636,6631,5379,2024-03-09
885,Facebook,4671.43,997173,135838,5311,2023-04-18
886,Google Ads,3626.83,936618,44123,8828,2023-11-20
887,TikTok,479.32,33803,40159,5547,2024-06-14
888,TikTok,1198.63,751681,40123,807,2023-04-14
889,Facebook,3400.95,903140,4336,2395,2023-11-28
890,TikTok,4484.04,130997,105209,4524,2023-12-28
891,Instagram,261.3,629126,126782,1415,2023-10-16
892,Instagram,4081.01,453557,25041,7508,2024-03-19
893,TikTok,2852.89,810977,93167,2449,2023-02-06
894,Facebook,2775.85,63759,101449,3496,2023-12-14
895,Instagram,4793.28,107313,76729,7103,2023-02-12
896,Google Ads,3763.46,863920,11751,4732,2023-05-06
897,Google Ads,4265.58,380949,90480,7022,2023-01-09
898,Instagram,1834.58,200143,49923,7495,2024-06-09
899,Instagram,2816.38,841298,144761,8706,2023-05-11
900,TikTok,3115.49,390289,39868,5099,2023-11-21
901,Facebook,1675.76,333643,85658,7332,2023-07-03
902,TikTok,2894.22,603531,112884,3294,2023-10-09
903,Facebook,1259.61,908211,104489,2908,2023-02-22
904,Google Ads,802.54,719513,131406,5416,2024-07-06
905,Google Ads,1932.45,144932,72470,9558,2024-06-16
906,Facebook,3722.52,473999,146227,8532,2024-01-12
907,TikTok,4589.32,83946,68843,9752,2023-10-22
908,Instagram,2342.8,643641,133572,5670,2023-07-27
909,Facebook,3249.84,18670,87109,2468,2024-10-24
910,TikTok,604.88,85766,110966,2428,2024-04-21
911,Google Ads,4531.87,959784,89571,3688,2023-03-10
912,Instagram,2886.16,90694,60698,6148,2024-03-12
913,Google Ads,3923.66,979943,25115,2027,2023-10-28
914,Facebook,3992.76,473639,64530,7171,2023-01-27
915,Google Ads,1356.75,691421,49285,315,2024-09-19
916,Google Ads,2692.95,576052,62406,3989,2024-10-15
917,Facebook,4806.35,902596,19516,9293,2024-07-06
918,Instagram,539.21,286954,78755,530,2023-04-16
919,Facebook,3446.94,110660,73280,7884,2024-08-08
920,TikTok,4815.09,240394,50362,1859,2024-07-25
921,Facebook,1572.83,878326,74289,4757,2024-09-25
922,Facebook,4321.09,439804,80052,7872,2024-12-15
923,Instagram,4674.92,803365,53762,9411,2023-01-11
924,TikTok,3760.72,948538,52291,9958,2024-10-20
925,Google Ads,1233.51,265091,143385,1067,2023-08-04
926,Google Ads,1736.6,807147,83276,727,2023-11-17
927,Google Ads,275.47,556244,61453,243,2024-04-04
928,Google Ads,4174.12,219252,101644,9977,2024-06-09
929,Instagram,4263.09,606134,146974,711,2024-08-01
930,TikTok,3200.28,744346,43771,7924,2024-11-22
931,Instagram,1827.39,803735,43488,9700,2023-06-09
932,Facebook,476.37,638606,84044,8462,2024-04-08
933,TikTok,3789.98,811463,60790,9989,2024-06-05
934,TikTok,3659.98,620074,136908,2560,2024-09-27
935,Google Ads,4571.75,88389,47265,5139,2023-09-30
936,Google Ads,3679.61,412193,31347,3560,2023-08-29
937,Google Ads,4160.61,305851,119745,4003,2024-10-16
938,Google Ads,3755.18,408681,28921,2177,2023-06-16
939,Facebook,3190.37,338905,134385,837,2024-07-22
940,Google Ads,2192.14,500224,108759,3714,2024-10-11
941,Instagram,4520.37,777202,71844,3078,2023-11-23
942,TikTok,3289.75,148712,140816,9968,2024-06-12
943,Facebook,2051.94,294679,137625,5032,2023-09-30
944,Facebook,509,433496,117541,1650,2024-01-11
945,TikTok,1524.45,528279,112145,2948,2024-01-10
946,TikTok,2764.26,674161,11363,2520,2023-11-30
947,TikTok,1450.61,614968,56580,7269,2023-01-03
948,Facebook,1184.05,271109,127026,7597,2023-08-31
949,Instagram,2684.23,407946,118155,9364,2024-09-11
950,Instagram,932.12,30553,149130,362,2023-02-20
951,TikTok,4022.01,381946,41228,8841,2023-12-16
952,Facebook,2473.4,533589,87598,2256,2023-06-23
953,Google Ads,2911.93,282080,42663,7352,2023-04-26
954,Facebook,822.18,239625,17514,9327,2024-11-25
955,TikTok,1690.42,514311,122552,4358,2023-12-27
956,Facebook,2109.44,670515,75562,5297,2023-12-21
957,Facebook,4060.24,391122,105309,4861,2024-10-27
958,Facebook,3873.78,128230,37310,875,2023-03-17
959,Google Ads,1192.59,49848,146462,5955,2023-03-22
960,TikTok,3119.28,265186,130868,7129,2023-08-17
961,TikTok,1292.94,937069,3767,3851,2023-03-13
962,TikTok,4942.41,703962,127810,9344,2024-02-07
963,Instagram,4765.41,824692,17760,7805,2023-08-06
964,Instagram,2860,299470,72189,6656,2024-03-27
965,TikTok,3524.62,43581,82562,1922,2024-01-02
966,Facebook,4027.01,135730,135980,8820,2024-08-12
967,Facebook,3632.89,607143,94248,9916,2024-10-31
968,TikTok,3529.16,347758,33451,1128,2024-07-13
969,Google Ads,4796.91,889620,121459,4561,2023-11-08
970,Google Ads,3022.63,693908,74774,8955,2023-10-25
971,Facebook,3217.88,676028,36341,1019,2023-01-24
972,Facebook,4261.42,236328,132370,5024,2023-04-20
973,Instagram,3382.47,958789,93083,7574,2023-02-21
974,Google Ads,3691.37,941050,102399,3927,2023-10-17
975,Facebook,1247.43,563162,143285,2841,2024-03-19
976,Facebook,1919.21,576606,102939,5477,2024-04-11
977,TikTok,821.78,824597,38739,8866,2023-09-16
978,Instagram,2578.25,524548,64136,1008,2023-11-20
979,Google Ads,2333.06,488650,85323,1226,2024-10-12
980,Google Ads,4986.1,195042,68083,1635,2023-12-04
981,Instagram,3094.92,844252,126264,7261,2024-07-09
982,Facebook,3953.58,832843,75044,8515,2024-02-26
983,Google Ads,1736.67,489124,122527,7529,2023-09-16
984,Google Ads,4174.57,474574,17774,1685,2024-09-16
985,Google Ads,3113.92,872744,12513,3712,2023-03-06
986,TikTok,3515.26,230014,55086,7058,2023-06-12
987,Instagram,1542.71,208070,23171,8733,2023-06-13
988,Google Ads,2788.33,561767,74329,2944,2024-11-08
989,Instagram,3206.78,907999,122216,1327,2023-02-08
990,Facebook,2986.56,887322,82406,5906,2024-10-26
991,Instagram,4584.45,764070,128445,8830,2023-11-16
992,TikTok,4501.54,40906,67642,2260,2023-12-26
993,TikTok,4857.82,654811,5313,1429,2023-09-26
994,Instagram,3370.4,598486,63915,9153,2023-11-20
995,TikTok,4862.38,598228,64048,2962,2023-11-22
996,Google Ads,4179.14,961109,75166,7386,2024-08-09
997,TikTok,1427.08,272686,47228,2468,2023-09-14
