customer_id,gender,age,city,country,signup_date
1168,Femmale,39,Dschang,Cameroon,2023-11-25
1169,Male,25,Bafoussam,Cameroon,2023-12-05
1170,Femmale,34,Bamenda,Cameroon,2023-04-01
1171,Male,69,Bertoua,Cameroon,2023-02-03
1172,Male,44,Dschang,Cameroon,2023-12-20
1173,Femmale,50,Bamenda,Cameroon,2022-08-19
1174,Femmale,63,Douala,Cameroon,2023-06-18
1175,Male,34,Yaounde,Cameroon,2023-02-06
1176,Male,59,Yaounde,Cameroon,2023-08-15
1177,Femmale,29,Bertoua,Cameroon,2022-05-10
1178,Male,65,Bafoussam,Cameroon,2022-10-19
1179,Femmale,63,Bamenda,Cameroon,2022-10-03
1180,Male,44,Douala,Cameroon,2023-01-11
1181,Femmale,65,Bamenda,Cameroon,2022-02-24
1182,Male,25,Bafoussam,Cameroon,2023-08-01
1183,Femmale,40,Bafoussam,Cameroon,2022-01-26
1184,Femmale,59,Buea,Cameroon,2023-03-17
1185,Male,66,Bamenda,Cameroon,2022-07-16
1186,Femmale,46,Bertoua,Cameroon,2023-10-04
1187,Male,67,Bamenda,Cameroon,2022-08-31
1188,Femmale,37,Yaounde,Cameroon,2023-12-25
1189,Femmale,33,Douala,Cameroon,2022-07-09
1190,Femmale,34,Dschang,Cameroon,2023-07-22
1191,Male,33,Bertoua,Cameroon,2023-07-21
1192,Femmale,36,Buea,Cameroon,2022-10-03
1193,Male,25,Douala,Cameroon,2023-02-13
1194,Femmale,55,Douala,Cameroon,2022-12-06
1195,Male,55,Dschang,Cameroon,2022-06-02
1196,Male,46,Yaounde,Cameroon,2023-07-19
1197,Male,58,Yaounde,Cameroon,2023-02-02
1198,Femmale,53,Yaounde,Cameroon,2023-03-20
1199,Male,43,Bertoua,Cameroon,2023-09-15
1200,Femmale,48,Bamenda,Cameroon,2023-03-03
1201,Male,61,Douala,Cameroon,2023-05-02
1202,Male,29,Bamenda,Cameroon,2022-07-23
1203,Male,34,Bamenda,Cameroon,2022-04-22
1204,Male,32,Yaounde,Cameroon,2022-11-21
1205,Femmale,26,Bamenda,Cameroon,2022-09-15
1206,Male,56,Douala,Cameroon,2023-06-12
1207,Male,59,Douala,Cameroon,2022-12-16
1208,Femmale,65,Bafoussam,Cameroon,2023-11-09
1209,Male,29,Buea,Cameroon,2023-03-11
1210,Male,49,Bertoua,Cameroon,2023-03-02
1211,Male,42,Bamenda,Cameroon,2022-10-07
1212,Male,56,Bertoua,Cameroon,2023-01-06
1213,Femmale,35,Bertoua,Cameroon,2023-11-01
1214,Femmale,32,Bertoua,Cameroon,2022-09-06
1215,Male,49,Dschang,Cameroon,2022-06-30
1216,Femmale,23,Bafoussam,Cameroon,2023-12-04
1217,Femmale,61,Bertoua,Cameroon,2023-10-13
1218,Male,60,Bafoussam,Cameroon,2022-03-19
1219,Femmale,69,Douala,Cameroon,2022-12-02
1220,Male,52,Dschang,Cameroon,2022-02-19
1221,Femmale,51,Bamenda,Cameroon,2022-03-26
1222,Femmale,55,Bafoussam,Cameroon,2023-11-26
1223,Femmale,22,Buea,Cameroon,2023-11-26
1224,Male,35,Bertoua,Cameroon,2022-01-04
1225,Femmale,33,Dschang,Cameroon,2022-11-13
1226,Male,25,Buea,Cameroon,2022-04-21
1227,Male,42,Douala,Cameroon,2022-11-30
1228,Femmale,49,Douala,Cameroon,2022-05-13
1229,Male,43,Yaounde,Cameroon,2023-09-04
1230,Femmale,69,Bertoua,Cameroon,2023-11-15
1231,Male,39,Yaounde,Cameroon,2022-04-29
1232,Male,48,Dschang,Cameroon,2022-12-16
1233,Femmale,60,Buea,Cameroon,2023-11-18
1234,Femmale,27,Bamenda,Cameroon,2023-06-26
1235,Femmale,29,Yaounde,Cameroon,2022-02-24
1236,Femmale,45,Douala,Cameroon,2022-12-27
1237,Male,23,Bertoua,Cameroon,2023-12-09
1238,Male,37,Buea,Cameroon,2023-03-29
1239,Male,22,Bafoussam,Cameroon,2023-07-07
1240,Femmale,40,Dschang,Cameroon,2023-11-16
1241,Male,26,Dschang,Cameroon,2022-11-26
1242,Femmale,46,Douala,Cameroon,2022-08-07
1243,Male,33,Bafoussam,Cameroon,2022-07-27
1244,Femmale,63,Dschang,Cameroon,2023-11-01
1245,Male,39,Bamenda,Cameroon,2022-03-26
1246,Male,25,Bertoua,Cameroon,2023-11-16
1247,Femmale,37,Bamenda,Cameroon,2022-09-02
1248,Male,68,Dschang,Cameroon,2023-11-16
1249,Femmale,31,Bamenda,Cameroon,2022-12-01
1250,Male,56,Dschang,Cameroon,2022-07-31
1251,Male,54,Bertoua,Cameroon,2023-08-19
1252,Femmale,67,Bertoua,Cameroon,2023-11-16
1253,Femmale,51,Bafoussam,Cameroon,2022-07-02
1254,Male,28,Bamenda,Cameroon,2022-05-13
1255,Male,57,Buea,Cameroon,2022-12-16
1256,Male,50,Bafoussam,Cameroon,2022-10-09
1257,Male,48,Bertoua,Cameroon,2022-10-20
1258,Male,61,Douala,Cameroon,2022-09-26
1259,Male,51,Dschang,Cameroon,2022-07-16
1260,Femmale,67,Bafoussam,Cameroon,2023-06-21
1261,Femmale,24,Yaounde,Cameroon,2023-10-15
1262,Femmale,66,Buea,Cameroon,2022-01-20
1263,Male,40,Dschang,Cameroon,2023-12-14
1264,Male,63,Bafoussam,Cameroon,2023-02-09
1265,Male,24,Bertoua,Cameroon,2022-04-25
1266,Femmale,42,Bertoua,Cameroon,2023-12-02
1267,Femmale,20,Buea,Cameroon,2022-01-26
1268,Male,55,Yaounde,Cameroon,2023-07-20
1269,Male,37,Bafoussam,Cameroon,2023-11-13
1270,Femmale,51,Bafoussam,Cameroon,2023-01-30
1271,Femmale,66,Bamenda,Cameroon,2023-01-16
1272,Femmale,61,Douala,Cameroon,2023-06-07
1273,Male,61,Bertoua,Cameroon,2023-06-23
1274,Male,47,Bafoussam,Cameroon,2022-03-24
1275,Male,34,Bafoussam,Cameroon,2023-07-04
1276,Femmale,27,Dschang,Cameroon,2023-03-21
1277,Femmale,52,Dschang,Cameroon,2022-03-28
1278,Male,37,Bafoussam,Cameroon,2023-01-22
1279,Male,35,Yaounde,Cameroon,2023-10-30
1280,Femmale,62,Douala,Cameroon,2023-02-02
1281,Male,61,Bafoussam,Cameroon,2022-10-13
1282,Femmale,44,Buea,Cameroon,2023-11-29
1283,Femmale,66,Bertoua,Cameroon,2023-11-25
1284,Male,53,Bamenda,Cameroon,2023-01-04
1285,Femmale,40,Dschang,Cameroon,2023-10-17
1286,Male,49,Buea,Cameroon,2023-02-26
1287,Femmale,27,Bertoua,Cameroon,2023-12-19
1288,Femmale,28,Dschang,Cameroon,2023-10-16
1289,Male,55,Yaounde,Cameroon,2023-11-28
1290,Femmale,23,Dschang,Cameroon,2023-03-19
1291,Male,58,Douala,Cameroon,2023-06-04
1292,Male,64,Douala,Cameroon,2023-08-07
1293,Femmale,51,Bertoua,Cameroon,2022-10-15
1294,Male,53,Buea,Cameroon,2022-04-05
1295,Male,54,Bamenda,Cameroon,2023-10-31
1296,Male,34,Yaounde,Cameroon,2022-02-10
1297,Male,57,Bertoua,Cameroon,2022-11-27
1298,Male,57,Yaounde,Cameroon,2022-06-04
1299,Male,29,Douala,Cameroon,2023-05-19
1300,Femmale,38,Bafoussam,Cameroon,2022-10-02
1301,Male,57,Bafoussam,Cameroon,2023-10-28
1302,Femmale,36,Bamenda,Cameroon,2023-07-19
1303,Femmale,20,Yaounde,Cameroon,2022-06-28
1304,Male,35,Bertoua,Cameroon,2022-05-17
1305,Femmale,68,Bamenda,Cameroon,2022-06-29
1306,Femmale,36,Dschang,Cameroon,2022-07-01
1307,Male,64,Dschang,Cameroon,2022-09-16
1308,Male,23,Buea,Cameroon,2022-08-31
1309,Male,33,Bafoussam,Cameroon,2022-04-06
1310,Femmale,25,Bertoua,Cameroon,2022-07-16
1311,Femmale,65,Yaounde,Cameroon,2023-06-10
1312,Male,35,Bamenda,Cameroon,2023-09-24
1313,Male,69,Bertoua,Cameroon,2023-01-22
1314,Femmale,65,Bamenda,Cameroon,2023-02-12
1315,Femmale,60,Bamenda,Cameroon,2022-09-26
1316,Femmale,56,Bamenda,Cameroon,2022-06-20
1317,Femmale,66,Yaounde,Cameroon,2023-08-07
1318,Male,66,Bertoua,Cameroon,2023-11-22
1319,Femmale,29,Douala,Cameroon,2022-06-19
1320,Femmale,62,Douala,Cameroon,2022-06-08
1321,Femmale,27,Yaounde,Cameroon,2023-05-24
1322,Femmale,24,Dschang,Cameroon,2023-03-23
1323,Male,63,Yaounde,Cameroon,2023-10-28
1324,Male,18,Bafoussam,Cameroon,2022-03-23
1325,Femmale,66,Bamenda,Cameroon,2022-02-26
1326,Femmale,53,Bertoua,Cameroon,2023-06-03
1327,Male,38,Bertoua,Cameroon,2022-04-22
1328,Male,54,Buea,Cameroon,2022-02-17
1329,Femmale,69,Buea,Cameroon,2023-08-15
1330,Femmale,41,Douala,Cameroon,2023-01-11
1331,Male,42,Buea,Cameroon,2022-02-02
1332,Male,24,Buea,Cameroon,2023-05-19
1333,Male,59,Douala,Cameroon,2023-09-19
1334,Male,34,Bafoussam,Cameroon,2022-01-03
1335,Male,46,Dschang,Cameroon,2023-05-01
1336,Male,47,Douala,Cameroon,2023-05-31
1337,Femmale,24,Dschang,Cameroon,2022-02-11
1338,Male,50,Buea,Cameroon,2022-01-09
1339,Male,24,Bertoua,Cameroon,2023-10-19
1340,Male,41,Buea,Cameroon,2023-09-01
1341,Male,28,Bamenda,Cameroon,2022-05-22
1342,Femmale,26,Dschang,Cameroon,2023-03-12
1343,Femmale,29,Dschang,Cameroon,2022-01-27
1344,Male,52,Bamenda,Cameroon,2022-02-12
1345,Femmale,21,Bamenda,Cameroon,2022-05-11
1346,Femmale,53,Bafoussam,Cameroon,2022-08-04
1347,Femmale,45,Yaounde,Cameroon,2023-08-29
1348,Femmale,30,Bamenda,Cameroon,2023-06-04
1349,Femmale,40,Dschang,Cameroon,2023-08-21
1350,Femmale,36,Bertoua,Cameroon,2022-12-11
1351,Male,59,Dschang,Cameroon,2023-05-23
1352,Male,54,Dschang,Cameroon,2023-10-12
1353,Male,56,Bafoussam,Cameroon,2023-02-17
1354,Male,41,Yaounde,Cameroon,2022-09-03
1355,Male,33,Yaounde,Cameroon,2023-03-25
1356,Femmale,50,Bamenda,Cameroon,2022-01-21
1357,Male,29,Buea,Cameroon,2023-02-12
1358,Male,51,Dschang,Cameroon,2023-04-02
1359,Femmale,24,Douala,Cameroon,2023-03-20
1360,Femmale,28,Buea,Cameroon,2022-09-22
1361,Male,48,Buea,Cameroon,2023-10-22
1362,Femmale,46,Yaounde,Cameroon,2022-07-03
1363,Femmale,30,Yaounde,Cameroon,2022-08-15
1364,Femmale,48,Bafoussam,Cameroon,2023-07-02
1365,Femmale,19,Bafoussam,Cameroon,2022-09-03
1366,Male,56,Yaounde,Cameroon,2022-03-14
1367,Femmale,32,Bertoua,Cameroon,2022-05-30
1368,Male,28,Bertoua,Cameroon,2023-05-28
1369,Male,51,Douala,Cameroon,2022-03-10
1370,Femmale,56,Yaounde,Cameroon,2022-08-18
1371,Femmale,21,Bamenda,Cameroon,2023-12-24
1372,Femmale,28,Bafoussam,Cameroon,2022-03-13
1373,Male,46,Yaounde,Cameroon,2023-08-31
1374,Femmale,19,Bertoua,Cameroon,2023-02-01
1375,Femmale,33,Yaounde,Cameroon,2022-03-25
1376,Femmale,56,Bertoua,Cameroon,2022-10-26
1377,Femmale,30,Yaounde,Cameroon,2022-10-20
1378,Femmale,54,Dschang,Cameroon,2022-08-11
1379,Male,34,Bamenda,Cameroon,2022-08-04
1380,Femmale,38,Douala,Cameroon,2022-08-19
1381,Femmale,61,Dschang,Cameroon,2023-02-09
1382,Femmale,36,Bamenda,Cameroon,2022-06-18
1383,Male,24,Bertoua,Cameroon,2022-11-25
1384,Femmale,55,Bafoussam,Cameroon,2023-03-02
1385,Male,25,Bafoussam,Cameroon,2023-07-08
1386,Male,30,Buea,Cameroon,2022-07-15
1387,Femmale,54,Bamenda,Cameroon,2023-08-31
1388,Femmale,19,Yaounde,Cameroon,2023-06-10
1389,Femmale,58,Douala,Cameroon,2023-09-17
1390,Male,28,Yaounde,Cameroon,2022-03-18
1391,Male,41,Yaounde,Cameroon,2022-10-04
1392,Male,23,Bamenda,Cameroon,2023-04-11
1393,Male,43,Douala,Cameroon,2023-03-24
1394,Male,24,Buea,Cameroon,2022-11-16
1395,Male,56,Dschang,Cameroon,2022-06-09
1396,Femmale,36,Yaounde,Cameroon,2023-05-07
1397,Femmale,23,Douala,Cameroon,2022-11-09
1398,Male,60,Buea,Cameroon,2023-09-23
1399,Femmale,46,Dschang,Cameroon,2022-06-10
1400,Femmale,60,Yaounde,Cameroon,2022-11-04
1401,Male,56,Douala,Cameroon,2022-05-26
1402,Male,19,Dschang,Cameroon,2023-11-06
1403,Femmale,36,Bamenda,Cameroon,2023-01-31
1404,Male,21,Bafoussam,Cameroon,2023-11-22
1405,Male,23,Bafoussam,Cameroon,2022-03-30
1406,Femmale,66,Yaounde,Cameroon,2022-11-04
1407,Male,54,Yaounde,Cameroon,2023-06-30
1408,Femmale,45,Dschang,Cameroon,2023-01-06
1409,Femmale,47,Douala,Cameroon,2023-03-27
1410,Femmale,24,Bafoussam,Cameroon,2022-06-16
1411,Femmale,26,Yaounde,Cameroon,2023-01-27
1412,Femmale,42,Buea,Cameroon,2023-09-29
1413,Male,50,Yaounde,Cameroon,2023-05-06
1414,Male,18,Bafoussam,Cameroon,2022-05-30
1415,Male,68,Bertoua,Cameroon,2023-04-13
1416,Male,23,Bafoussam,Cameroon,2023-12-02
1417,Femmale,35,Buea,Cameroon,2022-02-12
1418,Femmale,27,Douala,Cameroon,2022-01-29
1419,Male,45,Buea,Cameroon,2023-09-24
1420,Femmale,28,Bertoua,Cameroon,2022-01-31
1421,Male,50,Bertoua,Cameroon,2023-11-24
1422,Male,18,Yaounde,Cameroon,2023-11-05
1423,Male,30,Yaounde,Cameroon,2022-05-08
1424,Femmale,54,Bafoussam,Cameroon,2022-10-21
1425,Femmale,37,Bamenda,Cameroon,2023-03-17
1426,Femmale,18,Buea,Cameroon,2023-01-23
1427,Femmale,69,Bafoussam,Cameroon,2023-10-04
1428,Male,20,Bamenda,Cameroon,2023-06-08
1429,Femmale,35,Bafoussam,Cameroon,2023-07-01
1430,Femmale,58,Bertoua,Cameroon,2023-12-11
1431,Femmale,31,Yaounde,Cameroon,2022-04-20
1432,Male,48,Yaounde,Cameroon,2022-11-24
1433,Male,44,Bafoussam,Cameroon,2023-02-09
1434,Femmale,34,Yaounde,Cameroon,2022-09-02
1435,Femmale,63,Douala,Cameroon,2022-06-12
1436,Femmale,46,Bafoussam,Cameroon,2023-07-14
1437,Femmale,53,Bertoua,Cameroon,2023-02-03
1438,Male,54,Dschang,Cameroon,2023-08-06
1439,Femmale,43,Bafoussam,Cameroon,2023-02-03
1440,Femmale,34,Bafoussam,Cameroon,2023-05-08
1441,Femmale,39,Yaounde,Cameroon,2023-10-08
1442,Male,42,Bertoua,Cameroon,2022-08-27
1443,Male,19,Bafoussam,Cameroon,2023-04-10
1444,Femmale,39,Yaounde,Cameroon,2023-08-03
1445,Femmale,22,Buea,Cameroon,2022-02-01
1446,Femmale,21,Bertoua,Cameroon,2022-05-03
1447,Femmale,53,Bamenda,Cameroon,2023-06-18
1448,Femmale,23,Douala,Cameroon,2023-10-29
1449,Male,69,Bamenda,Cameroon,2022-04-20
1450,Male,38,Dschang,Cameroon,2022-09-28
1451,Male,30,Bertoua,Cameroon,2023-01-15
1452,Femmale,54,Bafoussam,Cameroon,2022-10-27
1453,Male,42,Yaounde,Cameroon,2023-09-19
1454,Male,43,Dschang,Cameroon,2022-09-06
1455,Male,56,Bertoua,Cameroon,2023-06-05
1456,Femmale,37,Douala,Cameroon,2022-02-03
1457,Femmale,50,Bertoua,Cameroon,2022-08-16
1458,Male,31,Dschang,Cameroon,2023-08-08
1459,Femmale,53,Yaounde,Cameroon,2023-02-03
1460,Male,34,Bamenda,Cameroon,2023-12-25
1461,Male,38,Buea,Cameroon,2023-08-07
1462,Male,63,Bamenda,Cameroon,2023-07-24
1463,Male,33,Yaounde,Cameroon,2022-08-08
1464,Femmale,63,Dschang,Cameroon,2023-01-06
1465,Femmale,33,Yaounde,Cameroon,2023-06-12
1466,Femmale,37,Douala,Cameroon,2022-03-16
1467,Femmale,46,Bertoua,Cameroon,2023-09-10
1468,Male,45,Bertoua,Cameroon,2022-05-16
1469,Femmale,25,Bamenda,Cameroon,2022-03-15
1470,Male,41,Dschang,Cameroon,2022-09-11
1471,Femmale,20,Buea,Cameroon,2022-01-18
1472,Femmale,42,Buea,Cameroon,2022-02-12
1473,Femmale,36,Douala,Cameroon,2022-02-19
1474,Male,50,Yaounde,Cameroon,2023-05-30
1475,Male,19,Douala,Cameroon,2023-07-25
1476,Male,32,Bertoua,Cameroon,2023-07-30
1477,Male,39,Bafoussam,Cameroon,2023-08-05
1478,Femmale,27,Bafoussam,Cameroon,2022-10-30
1479,Male,35,Bafoussam,Cameroon,2022-05-22
1480,Male,39,Yaounde,Cameroon,2022-07-21
1481,Femmale,63,Douala,Cameroon,2022-07-26
1482,Femmale,66,Dschang,Cameroon,2023-02-19
1483,Male,44,Bamenda,Cameroon,2022-08-09
1484,Femmale,30,Bertoua,Cameroon,2022-12-28
1485,Male,50,Bafoussam,Cameroon,2022-03-22
1486,Femmale,22,Dschang,Cameroon,2023-07-17
1487,Male,43,Buea,Cameroon,2022-10-12
1488,Male,30,Douala,Cameroon,2023-01-04
1489,Male,44,Bertoua,Cameroon,2023-05-07
1490,Male,31,Bertoua,Cameroon,2022-12-12
1491,Male,41,Buea,Cameroon,2022-07-23
1492,Femmale,20,Buea,Cameroon,2022-01-25
1493,Male,64,Buea,Cameroon,2023-07-07
1494,Male,68,Bafoussam,Cameroon,2022-03-10
1495,Male,66,Bafoussam,Cameroon,2023-05-31
1496,Male,47,Douala,Cameroon,2023-05-07
1497,Male,52,Buea,Cameroon,2022-08-28
1498,Femmale,65,Bamenda,Cameroon,2022-12-27
1499,Femmale,31,Bertoua,Cameroon,2023-03-17
1500,Male,29,Buea,Cameroon,2022-01-31
1501,Femmale,45,Bertoua,Cameroon,2023-09-21
1502,Male,61,Yaounde,Cameroon,2023-12-08
1503,Femmale,46,Dschang,Cameroon,2023-08-25
1504,Femmale,60,Yaounde,Cameroon,2023-11-21
1505,Male,34,Buea,Cameroon,2023-10-19
1506,Femmale,57,Bertoua,Cameroon,2023-12-15
1507,Femmale,66,Dschang,Cameroon,2022-11-18
1508,Male,38,Yaounde,Cameroon,2022-12-10
1509,Male,40,Buea,Cameroon,2023-12-16
1510,Femmale,37,Bertoua,Cameroon,2023-06-20
1511,Femmale,28,Buea,Cameroon,2022-12-21
1512,Femmale,51,Bafoussam,Cameroon,2023-04-16
1513,Male,27,Bertoua,Cameroon,2022-04-15
1514,Femmale,27,Yaounde,Cameroon,2022-11-18
1515,Femmale,60,Buea,Cameroon,2023-07-26
1516,Femmale,23,Yaounde,Cameroon,2023-06-11
1517,Male,53,Buea,Cameroon,2023-05-19
1518,Male,41,Douala,Cameroon,2022-03-26
1519,Male,29,Yaounde,Cameroon,2023-12-10
1520,Male,60,Yaounde,Cameroon,2022-08-23
1521,Femmale,40,Bamenda,Cameroon,2022-09-20
1522,Male,44,Dschang,Cameroon,2022-01-06
1523,Femmale,62,Bafoussam,Cameroon,2023-05-09
1524,Femmale,54,Yaounde,Cameroon,2022-10-16
1525,Femmale,23,Bertoua,Cameroon,2023-07-24
1526,Femmale,18,Dschang,Cameroon,2023-10-19
1527,Male,23,Buea,Cameroon,2023-07-08
1528,Male,67,Douala,Cameroon,2022-12-16
1529,Male,39,Bertoua,Cameroon,2022-07-19
1530,Male,58,Dschang,Cameroon,2023-11-17
1531,Male,41,Bertoua,Cameroon,2022-12-01
1532,Femmale,42,Bertoua,Cameroon,2023-08-30
1533,Male,32,Bertoua,Cameroon,2022-08-05
1534,Male,43,Dschang,Cameroon,2023-09-15
1535,Male,25,Douala,Cameroon,2022-12-19
1536,Male,68,Bamenda,Cameroon,2023-11-23
1537,Femmale,41,Bafoussam,Cameroon,2023-11-06
1538,Femmale,65,Yaounde,Cameroon,2023-09-23
1539,Femmale,55,Dschang,Cameroon,2022-11-21
1540,Femmale,23,Bertoua,Cameroon,2022-08-16
1541,Femmale,52,Yaounde,Cameroon,2022-05-25
1542,Male,59,Dschang,Cameroon,2022-11-04
1543,Femmale,18,Yaounde,Cameroon,2023-10-16
1544,Femmale,63,Bertoua,Cameroon,2023-09-26
1545,Femmale,53,Bamenda,Cameroon,2022-10-12
1546,Male,29,Dschang,Cameroon,2023-01-27
1547,Male,55,Yaounde,Cameroon,2022-12-26
1548,Femmale,28,Buea,Cameroon,2022-06-14
1549,Male,29,Yaounde,Cameroon,2023-08-04
1550,Male,59,Bafoussam,Cameroon,2022-08-12
1551,Femmale,67,Bertoua,Cameroon,2022-05-04
1552,Male,56,Douala,Cameroon,2022-12-10
1553,Male,24,Yaounde,Cameroon,2023-06-08
1554,Male,28,Bamenda,Cameroon,2022-02-21
1555,Femmale,53,Buea,Cameroon,2022-05-09
1556,Femmale,69,Buea,Cameroon,2022-05-15
1557,Femmale,48,Douala,Cameroon,2023-10-19
1558,Male,50,Bafoussam,Cameroon,2022-05-07
1559,Femmale,30,Douala,Cameroon,2022-03-12
1560,Male,35,Bafoussam,Cameroon,2022-09-30
1561,Male,58,Yaounde,Cameroon,2022-07-06
1562,Male,41,Bertoua,Cameroon,2022-01-03
1563,Femmale,26,Bamenda,Cameroon,2022-10-12
1564,Femmale,48,Buea,Cameroon,2022-01-22
1565,Femmale,58,Douala,Cameroon,2022-06-15
1566,Femmale,27,Bamenda,Cameroon,2022-11-06
1567,Male,19,Bafoussam,Cameroon,2023-04-22
1568,Femmale,55,Bertoua,Cameroon,2023-05-13
1569,Male,32,Buea,Cameroon,2023-03-10
1570,Femmale,20,Buea,Cameroon,2022-08-22
1571,Femmale,60,Bafoussam,Cameroon,2023-11-01
1572,Femmale,48,Bertoua,Cameroon,2023-10-25
1573,Male,23,Buea,Cameroon,2023-12-26
1574,Male,20,Bertoua,Cameroon,2023-01-11
1575,Male,28,Buea,Cameroon,2023-12-31
1576,Male,32,Yaounde,Cameroon,2022-09-03
1577,Male,62,Bafoussam,Cameroon,2022-10-30
1578,Femmale,69,Bertoua,Cameroon,2023-02-09
1579,Male,45,Bamenda,Cameroon,2023-10-25
1580,Male,27,Yaounde,Cameroon,2023-12-09
1581,Male,55,Dschang,Cameroon,2022-01-21
1582,Male,64,Bamenda,Cameroon,2022-09-14
1583,Femmale,67,Bafoussam,Cameroon,2023-02-03
1584,Male,67,Buea,Cameroon,2023-06-13
1585,Femmale,24,Dschang,Cameroon,2022-02-20
1586,Femmale,32,Bamenda,Cameroon,2023-03-23
1587,Femmale,35,Yaounde,Cameroon,2022-09-27
1588,Male,35,Dschang,Cameroon,2023-08-18
1589,Femmale,69,Dschang,Cameroon,2023-09-28
1590,Male,58,Bertoua,Cameroon,2022-09-19
1591,Male,41,Douala,Cameroon,2022-12-31
1592,Male,19,Bamenda,Cameroon,2022-02-18
1593,Male,57,Douala,Cameroon,2023-06-02
1594,Male,37,Bafoussam,Cameroon,2023-09-21
1595,Femmale,51,Bamenda,Cameroon,2022-04-28
1596,Femmale,60,Bamenda,Cameroon,2023-03-29
1597,Male,43,Bertoua,Cameroon,2023-10-03
1598,Femmale,24,Buea,Cameroon,2023-02-01
1599,Male,55,Yaounde,Cameroon,2023-11-14
1600,Femmale,47,Yaounde,Cameroon,2022-01-27
1601,Femmale,59,Yaounde,Cameroon,2023-12-12
1602,Femmale,22,Bafoussam,Cameroon,2023-01-07
1603,Femmale,28,Dschang,Cameroon,2022-04-07
1604,Femmale,18,Buea,Cameroon,2023-06-13
1605,Male,51,Douala,Cameroon,2023-11-16
1606,Male,18,Yaounde,Cameroon,2023-09-05
1607,Femmale,36,Douala,Cameroon,2022-07-05
1608,Male,19,Buea,Cameroon,2023-11-27
1609,Femmale,38,Bafoussam,Cameroon,2022-08-03
1610,Male,37,Buea,Cameroon,2022-09-08
1611,Femmale,40,Bertoua,Cameroon,2022-08-04
1612,Femmale,38,Dschang,Cameroon,2022-01-29
1613,Femmale,41,Yaounde,Cameroon,2022-04-12
1614,Male,21,Bafoussam,Cameroon,2022-05-03
1615,Male,29,Bertoua,Cameroon,2022-02-23
1616,Femmale,39,Yaounde,Cameroon,2022-10-10
1617,Femmale,37,Buea,Cameroon,2023-09-06
1618,Male,35,Buea,Cameroon,2022-04-27
1619,Male,18,Bamenda,Cameroon,2023-09-08
1620,Male,47,Bamenda,Cameroon,2023-07-11
1621,Male,50,Buea,Cameroon,2022-04-24
1622,Male,41,Buea,Cameroon,2023-06-27
1623,Femmale,31,Douala,Cameroon,2023-11-07
1624,Male,53,Dschang,Cameroon,2023-12-02
1625,Femmale,22,Douala,Cameroon,2022-10-20
1626,Femmale,28,Dschang,Cameroon,2022-07-14
1627,Male,41,Bertoua,Cameroon,2022-10-19
1628,Male,48,Bamenda,Cameroon,2022-09-18
1629,Femmale,30,Bamenda,Cameroon,2022-07-26
1630,Male,33,Buea,Cameroon,2023-07-18
1631,Femmale,41,Buea,Cameroon,2022-02-18
1632,Male,30,Bertoua,Cameroon,2022-01-06
1633,Male,41,Bafoussam,Cameroon,2023-01-14
1634,Male,43,Bafoussam,Cameroon,2023-01-29
1635,Femmale,19,Bafoussam,Cameroon,2022-08-12
1636,Male,33,Bamenda,Cameroon,2022-01-23
1637,Femmale,55,Douala,Cameroon,2023-10-19
1638,Male,63,Bafoussam,Cameroon,2022-04-20
1639,Femmale,18,Yaounde,Cameroon,2023-12-25
1640,Male,66,Bertoua,Cameroon,2023-07-07
1641,Femmale,28,Bafoussam,Cameroon,2023-02-03
1642,Femmale,68,Yaounde,Cameroon,2022-06-21
1643,Femmale,52,Bafoussam,Cameroon,2023-11-29
1644,Femmale,60,Douala,Cameroon,2023-12-27
1645,Femmale,46,Douala,Cameroon,2022-11-02
1646,Femmale,54,Bafoussam,Cameroon,2023-07-18
1647,Male,34,Yaounde,Cameroon,2023-08-05
1648,Femmale,56,Bertoua,Cameroon,2023-12-09
1649,Femmale,59,Yaounde,Cameroon,2022-05-31
1650,Femmale,45,Bertoua,Cameroon,2023-03-04
1651,Male,46,Bafoussam,Cameroon,2023-09-13
1652,Male,60,Bertoua,Cameroon,2023-04-12
1653,Male,20,Buea,Cameroon,2023-09-22
1654,Femmale,69,Bamenda,Cameroon,2023-08-30
1655,Male,27,Dschang,Cameroon,2023-07-10
1656,Male,59,Bamenda,Cameroon,2022-03-08
1657,Femmale,31,Douala,Cameroon,2022-06-05
1658,Femmale,29,Buea,Cameroon,2022-07-25
1659,Male,64,Bamenda,Cameroon,2022-06-04
1660,Femmale,59,Bafoussam,Cameroon,2023-11-22
1661,Femmale,47,Bertoua,Cameroon,2023-05-24
1662,Femmale,49,Bertoua,Cameroon,2023-07-26
1663,Femmale,49,Yaounde,Cameroon,2022-03-15
1664,Male,59,Yaounde,Cameroon,2022-02-18
1665,Femmale,49,Bertoua,Cameroon,2023-04-12
1666,Male,43,Bafoussam,Cameroon,2023-08-08
1667,Male,68,Bertoua,Cameroon,2023-12-09
1668,Male,18,Yaounde,Cameroon,2022-06-28
1669,Male,59,Bamenda,Cameroon,2022-02-17
1670,Femmale,19,Douala,Cameroon,2022-03-13
1671,Femmale,34,Yaounde,Cameroon,2022-04-23
1672,Femmale,47,Bafoussam,Cameroon,2022-06-08
1673,Male,56,Bamenda,Cameroon,2022-01-30
1674,Male,24,Bamenda,Cameroon,2022-04-07
1675,Male,69,Bamenda,Cameroon,2022-09-08
